date,Acre,Alagoas,Amapá,Amazonas,Bahia,Ceará,Distrito Federal,Espirito Santo,Goias,Maranhão,Mato Grosso,Mato Grosso do Sul,Minas Gerais,Pará,Paraíba,Paraná,Pernambuco,Piauí,Rio de Janeiro,Rio Grande do Norte,Rio Grande do Sul,Rondônia,Roraima,Santa Catarina,São Paulo,Sergipe,Tocantins,TOTAL
2022-09-03,1,3,0,27,52,67,194,41,224,8,30,33,274,13,7,157,41,4,702,23,101,0,1,105,2992,0,7,5197
2022-09-04,1,3,0,30,57,72,194,41,248,8,35,42,283,19,7,157,47,4,725,31,102,0,1,125,3076,3,8,5409
2022-09-05,1,3,0,37,58,77,200,41,268,8,35,42,300,19,7,157,47,7,725,31,110,0,1,127,3123,3,8,5525
2022-09-06,1,3,0,37,58,77,200,41,300,10,38,44,305,20,7,157,48,7,782,34,113,0,2,134,3173,3,8,5692
2022-09-07,1,4,1,37,64,77,200,41,300,10,38,47,305,21,7,157,48,7,793,34,113,0,2,145,3173,3,8,5726
2022-09-08,1,4,1,37,66,99,209,41,313,10,38,54,309,21,11,157,56,7,798,39,115,0,2,150,3213,3,8,5852
2022-09-09,1,4,1,37,66,99,209,44,322,10,38,54,319,21,11,157,60,7,814,39,117,0,2,163,3275,3,8,5971
2022-09-10,1,4,2,40,66,99,209,45,322,10,38,61,319,21,11,157,60,7,814,39,117,0,2,166,3303,3,8,6014
2022-09-11,1,4,2,40,66,106,209,45,322,10,38,61,319,22,11,157,60,7,814,39,117,2,2,174,3303,3,8,6032
2022-09-12,1,4,2,48,72,106,218,46,325,10,38,61,339,22,11,157,60,7,847,39,129,2,4,177,3303,3,8,6129
2022-09-13,1,4,2,48,72,106,218,46,325,10,38,61,339,22,11,157,60,7,847,39,129,2,4,177,3303,3,8,6129
